,FEDFUNDS,CPI_INFLATION,GS10,SP500_RETURN,VIX
2017-11-30,1.16,0.002668007428251684,2.35,0.02769554104663445,11.279999732971191
2017-12-31,1.3,0.0021068892447551058,2.4,0.009783614574871227,11.039999961853027
2018-01-31,1.41,0.004253344363511546,2.58,0.05465739835832858,13.539999961853027
2018-02-28,1.42,0.0026922876006090224,2.86,-0.0397261075980839,19.850000381469727
2018-03-31,1.51,0.000192362410782021,2.84,-0.02725249736693992,19.969999313354492
2018-04-30,1.69,0.002604406656061986,2.87,0.002715085811824473,15.93000030517578
2018-05-31,1.7,0.002257949781598212,2.98,0.021378191183066175,15.43000030517578
2018-06-30,1.82,0.0009011451720948305,2.91,0.004830749386570285,16.09000015258789
2018-07-31,1.91,0.0007808204989283585,2.89,0.035387950737524286,12.829999923706056
2018-08-31,1.91,0.0017873207703393845,2.89,0.029814314524382428,12.859999656677246
2018-09-30,1.95,0.002062281702117419,3.0,0.004285093286333627,12.119999885559082
2018-10-31,2.19,0.002339580144498754,3.15,-0.07192934595429683,21.229999542236328
2018-11-30,2.2,-0.0007041919199911595,3.12,0.017701752056117587,18.06999969482422
2018-12-31,2.27,0.0006848935445813442,2.83,-0.09626521985789901,25.420000076293945
2019-01-31,2.4,-0.0008149798035343991,2.71,0.07574215198675599,16.56999969482422
2019-02-28,2.4,0.003001255142321968,2.68,0.029295553365402384,14.779999732971191
2019-03-31,2.41,0.0037817929172307974,2.57,0.017765510890228747,13.710000038146973
2019-04-30,2.42,0.0037596794047436433,2.53,0.03856039741757082,13.119999885559082
2019-05-31,2.39,0.0002468332856644384,2.4,-0.06804089408287398,18.709999084472656
2019-06-30,2.38,-0.0003251128102280676,2.07,0.06665830156302614,15.079999923706056
2019-07-31,2.4,0.0023078761661827762,2.06,0.01304272483370528,16.1200008392334
2019-08-31,2.13,0.0009147700174354512,1.63,-0.018257281743262237,18.979999542236328
2019-09-30,2.04,0.0015388460997671771,1.7,0.01703525059107193,16.239999771118164
2019-10-31,1.83,0.0028272822992627678,1.71,0.020225842153317446,13.220000267028809
2019-11-30,1.55,0.00281542260504386,1.81,0.033480266071378155,12.619999885559082
2019-12-31,1.55,0.0029122185210892493,1.86,0.028188756298542148,13.779999732971191
2020-01-31,1.55,0.0019216641534238743,1.76,-0.0016294196024425806,18.84000015258789
2020-02-29,1.58,0.0004746707213065804,1.5,-0.08785953690838776,40.11000061035156
2020-03-31,0.65,-0.004528447444551498,0.87,-0.1336677246703745,53.540000915527344
2020-04-30,0.05,-0.007920147553434065,0.66,0.11942083876017671,34.150001525878906
2020-05-31,0.05,-0.0008983252093487382,0.67,0.04428653294909693,27.510000228881836
2020-06-30,0.08,0.004847499237691677,0.73,0.018221374356719156,30.43000030517578
2020-07-31,0.09,0.005096443382793581,0.62,0.053636801634505855,24.459999084472656
2020-08-31,0.1,0.003731343283582156,0.65,0.06771908300435733,26.40999984741211
2020-09-30,0.09,0.002626139536318739,0.68,-0.04001811998317809,26.3700008392334
2020-10-31,0.09,0.001238475828567287,0.79,-0.028055692285554126,38.02000045776367
2020-11-30,0.09,0.002274132890799363,0.87,0.10214642790660017,20.56999969482422
2020-12-31,0.09,0.004346309661148906,0.93,0.03644904784059159,22.75
2021-01-31,0.09,0.0024499608845809373,1.08,-0.0111991376508885,33.09000015258789
2021-02-28,0.08,0.0033956762230333837,1.26,0.02575687667253664,27.950000762939453
2021-03-31,0.07,0.0052432098156529605,1.61,0.041562807282546625,19.399999618530273
2021-04-30,0.07,0.006238653990587206,1.64,0.05109733046805641,18.61000061035156
2021-05-31,0.06,0.006635060424433847,1.62,0.00547149271672327,16.760000228881836
2021-06-30,0.08,0.00846178781815543,1.52,0.021970872566122474,15.829999923706056
2021-07-31,0.1,0.004614747980816958,1.32,0.022493175922251307,18.239999771118164
2021-08-31,0.09,0.002842925602144719,1.28,0.028578143159792575,16.479999542236328
2021-09-30,0.08,0.004525517463950024,1.37,-0.04873779278283316,23.13999938964844
2021-10-31,0.08,0.00963820232923207,1.58,0.0668581752839893,16.260000228881836
2021-11-30,0.08,0.00856626288193807,1.56,-0.008368625655205266,27.190000534057617
2021-12-31,0.08,0.006905230550805275,1.47,0.04268864816139665,17.219999313354492
2022-01-31,0.08,0.006046039630400957,1.76,-0.05401822999928342,24.829999923706055
2022-02-28,0.08,0.0069263793475682345,1.93,-0.03186276102171146,30.149999618530273
2022-03-31,0.2,0.011156414762741651,2.13,0.035148286271522736,20.559999465942383
2022-04-30,0.33,0.0030833512934780316,2.75,-0.09206782490742232,33.400001525878906
2022-05-31,0.77,0.00948499623996324,2.9,5.3176290760624664e-05,26.190000534057617
2022-06-30,1.21,0.012561019986405686,3.14,-0.08765158180481791,28.709999084472656
2022-07-31,1.68,-0.00014917428642136077,2.9,0.08720138468971587,21.329999923706055
2022-08-31,2.33,0.0006239128149656548,2.9,-0.04336703066340545,25.8700008392334
2022-09-30,2.56,0.0042426727482827165,3.52,-0.09804916662099257,31.6200008392334
2022-10-31,3.08,0.005594754832984217,3.98,0.07683456446885563,25.8799991607666
2022-11-30,3.78,0.002614032556282231,3.89,0.05235797609764905,20.579999923706055
2022-12-31,4.1,0.0001539563433359259,3.62,-0.060781825376668173,21.670000076293945
2023-01-31,4.33,0.005314022594635093,3.53,0.05992118183434968,19.399999618530273
2023-02-28,4.57,0.003428533386591992,3.75,-0.02645947885979313,20.700000762939453
2023-03-31,4.65,0.0012307181953890023,3.66,0.03445129269826359,18.700000762939453
2023-04-30,4.83,0.003392739405144063,3.46,0.0145361776495622,15.779999732971191
2023-05-31,5.06,0.0016146873813336349,3.57,0.0024792714332724764,17.940000534057617
2023-06-30,5.08,0.00224175331482801,3.75,0.06271886491464175,13.59000015258789
2023-07-31,5.12,0.001957146710348745,3.9,0.03066395090770391,13.630000114440918
2023-08-31,5.33,0.004835707415079771,4.17,-0.017875203842993896,13.56999969482422
2023-09-30,5.33,0.003900915440960384,4.38,-0.04994616792328207,17.520000457763672
2023-10-31,5.33,0.0013668493471667986,4.8,-0.022224841001403373,18.13999938964844
2023-11-30,5.33,0.0014689823722116024,4.5,0.0854244482007529,12.920000076293944
2023-12-31,5.33,0.001924399963653789,4.02,0.04327903543160833,12.449999809265137
2024-01-31,5.33,0.0030996854969052023,4.06,0.015770693886425723,14.350000381469728
2024-02-29,5.33,0.0040975401843086345,4.21,0.050427528312771974,13.399999618530272
2024-03-31,5.33,0.004431338373525273,4.21,0.03054742011174303,13.010000228881836
2024-04-30,5.33,0.0021706766556210955,4.54,-0.04250577768147858,15.649999618530272
2024-05-31,5.33,0.0004855873210594108,4.48,0.04690380530435967,12.920000076293944
2024-06-30,5.33,-0.00041829647960411886,4.31,0.03408234323888226,12.4399995803833
2024-07-31,5.33,0.0016770805381991494,4.25,0.011257710402409889,16.360000610351562
2024-08-31,5.33,0.001572221743858515,3.87,0.022577897117514727,15.0
2024-09-30,5.13,0.002133336729690294,3.72,0.019995632287754545,16.729999542236328
2024-10-31,4.83,0.002856398459641696,4.1,-0.009946041598550177,23.15999984741211
2024-11-30,4.64,0.0028419261732848256,4.36,0.05571971402949727,13.510000228881836
2024-12-31,4.48,0.003399383308901438,4.39,-0.02530769218774562,17.350000381469727
